Date,05T,10T,11T,59T,61T,03T,50T,52T,53T,54T,08T,14T,17T,18T,19T,20T,21T,24T,25T,26T,27T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,44T,46T,62T,63T,57T,58T,67T,68T,69T,70T(เก่า),71T,72T(เก่า),73T,75T,76T,77T,79T,80T
18/12/2018,24,28,26,24,n/a,31,25,29,35,30,35,n/a,25,23,29,28,29,35,29,45,58,25,n/a,23,23,23,26,20,18,19,15,11,18,33,9,n/a,30,10,11,12,9,16,23,19,26,21,19,15,10,32,23,42,5
19/12/2018,43,41,43,38,n/a,69,38,57,48,54,57,n/a,48,43,42,42,45,44,33,44,87,35,n/a,36,34,33,37,27,24,23,20,15,23,44,6,n/a,42,8,10,23,13,18,27,24,31,31,22,21,11,43,34,43,6
20/12/2018,72,60,64,61,n/a,97,59,88,73,96,97,n/a,71,76,67,46,61,68,56,53,108,58,n/a,53,66,57,57,29,31,28,22,16,29,54,12,n/a,50,14,14,13,13,22,32,33,31,30,27,26,14,44,36,43,9
21/12/2018,67,65,63,57,n/a,81,50,72,81,96,84,n/a,55,56,53,65,66,85,66,45,71,98,n/a,56,57,54,40,21,20,16,17,9,20,59,16,n/a,59,16,16,10,10,21,27,25,31,41,25,14,14,40,65,36,10
22/12/2018,57,51,45,45,n/a,56,39,55,59,59,72,n/a,49,82,51,57,56,79,66,35,69,40,n/a,35,36,43,36,16,10,16,15,9,19,33,22,n/a,57,20,22,9,9,15,26,22,22,44,21,8,14,31,70,31,15
23/12/2018,47,54,48,44,n/a,52,37,48,55,51,57,n/a,40,47,52,44,55,43,44,56,n/a,46,n/a,44,47,42,42,17,8,16,18,10,17,32,32,n/a,33,23,26,11,10,16,25,19,22,42,14,8,10,33,45,53,20
24/12/2018,36,40,39,40,n/a,46,33,52,49,52,50,n/a,36,40,44,40,36,34,30,44,n/a,42,n/a,n/a,29,31,33,21,16,20,18,7,17,41,30,n/a,33,23,24,14,10,19,31,26,20,21,17,13,12,43,28,36,20
25/12/2018,61,49,43,43,n/a,56,40,51,56,56,70,n/a,52,71,65,40,46,52,42,46,74,38,n/a,35,40,36,41,23,16,23,21,10,24,53,33,n/a,41,14,16,21,8,18,29,33,25,25,18,20,13,33,36,43,14
26/12/2018,65,59,55,49,n/a,69,47,68,65,65,75,n/a,57,63,91,48,60,67,45,43,72,57,n/a,66,58,63,54,19,15,21,21,14,30,40,21,n/a,48,18,19,20,7,20,33,44,28,30,20,n/a,14,34,45,35,19
27/12/2018,60,61,55,49,n/a,71,44,68,66,69,74,n/a,57,66,78,50,71,73,59,42,82,74,n/a,69,65,63,63,24,18,34,25,18,37,43,19,n/a,45,20,22,24,10,25,39,41,29,46,23,n/a,15,36,64,39,11
28/12/2018,65,62,62,60,n/a,71,46,75,68,75,77,n/a,62,69,70,52,68,60,56,60,96,66,n/a,60,67,63,62,30,28,42,26,19,35,59,22,n/a,31,13,16,21,14,23,41,35,29,38,22,21,18,41,54,56,10
29/12/2018,25,22,26,18,n/a,29,25,33,30,43,38,26,23,26,30,25,20,20,17,59,n/a,26,n/a,26,26,22,20,33,28,24,14,16,21,16,19,n/a,21,12,18,15,22,18,30,28,20,12,15,23,14,34,17,43,12
30/12/2018,14,19,20,19,n/a,21,24,25,26,31,28,16,13,18,21,16,13,12,16,24,n/a,21,n/a,17,15,15,13,21,16,14,10,7,12,13,16,n/a,18,12,16,10,20,15,17,15,12,11,12,17,9,19,11,14,10
31/12/2018,17,22,21,14,n/a,20,22,25,27,28,33,16,20,21,21,17,13,16,14,21,n/a,16,n/a,17,19,12,16,22,19,17,13,8,14,16,12,n/a,18,13,20,11,15,12,20,16,15,10,9,12,7,31,15,18,8
